name,description,coins,coin_type,points,category,supercategory,subcategory,games,report,color,author,new,used,source
"Курсор принимает вид ""активного"" элемента","Курсор динамически принимает вид активного элемента, т.е. при смене элемента (к примеру, с помощью клавиши или колеса мышки) курсор принимает вид нового элемента, который установится на поле при клике пользователя",1,,,Игрок,Интерфейс,,🧿 3: New Ball Game,,,,false,0,tasks
Установка щита для мячика,"Основное игровое управление в New Ball Game\nУстановка на поле диагонального щита, от которого будет отбиваться мячик, меняя своё направление движения",1,,,Игрок,Свойство,,🧿 3: New Ball Game,,,,false,2,tasks
Случайное появление фрукта (змейка),,2,,,,Свойство,,🐍 10: Змейка,,,,false,0,tasks
Возможность “сдаться”: выход из игры и проигрыш,"Например, при нажатии определённой кнопки или выборе пункта в меню",1,,,Финиш,Свойство,,,,,,false,12,tasks
Управление с помощью мыши (3-я лаба),,2,,,3-я лаба (todo),,,,,,,false,0,tasks
Использоование изображений,,1,,,3-я лаба (todo),,,,,,,false,0,tasks
Использование изображений игровых элементов из ресурсов,,1,,,3-я лаба (todo),,,,,,,false,0,tasks
Использование всех игровых элементов из консольной версии,,,,,3-я лаба (todo),,,,,,,false,0,tasks
Качественная отрисовка,,,,,3-я лаба (todo),,,,,,,false,0,tasks
Элементы управления,,,,,3-я лаба (todo),,,,,,,false,0,tasks
Блок для отображения информации,"Например, жизни игрока, результаты, время т.п.",½,,,Интерфейс,Интерфейс,,,,,,false,19,tasks
Использование базы данных,,2,,,Фичи,Разное,,,,,,false,3,tasks
Возможность играть вдвоём,"Подразумевается на одном компьютере, например, разными сочетаниями клавиш для разных игроков",3,,,Фичи,Разное,,,,,,false,2,tasks
Возможность играть по сети,,12,,,Фичи,Разное,,,,,,false,0,tasks
Выбор пункта меню курсорными клавишами,,1,,,Меню,Интерфейс,,,,,,false,9,tasks
Выделение активного пункта меню,"Например, фоновым цветом",1,,,Меню,Интерфейс,,,,,,false,14,tasks
Диалог с пользователем: при попытке очистить результаты игр,,1,,,Меню,Интерфейс,,,,,,true,2,tasks
Пауза,Возможность ставить игру на паузу.,1,,,Меню,Интерфейс,,,,,,true,2,tasks
Дополнительные возможности в паузе,"Возможность выйти в главное меню, в настройки или из игры.\nИспользовать вместе с заданием “Пауза”",½,,,Меню,Интерфейс,,,,,,true,1,tasks
Косметическая анимация,"Подразумевает какой-то косметический алгоритм, который работает на “фоне” в главном меню (или пуазе и тд.) и необходим исключительно для того, чтоб как-то “оживить” картинку, к примеру в Battle City - постоянно катающийся на фоне танк в главном меню.",1,,,Меню,Интерфейс,,💥 5: Battle City,,,,true,2,tasks
Координаты игрока,В режиме реального времени на экране отображаются координаты игрока на игровом поле,½,,,Интерфейс,Интерфейс,,Почти во всех играх,,,,true,11,tasks
Отображение результата проверки на тупик,В режиме реального времени на экране отображаются результат проверки на тупик,½,,,Интерфейс,Интерфейс,,Почти во всех играх,,,,true,1,tasks
Количество шагов игрока,"Отображение количества шагов, который прошел игрок в течении игровой сессии в режиме реального времени",½,,,Интерфейс,Интерфейс,,Почти во всех играх,,,,true,5,tasks
Количество шагов игрока,"Игра подсчитывает количество шагов, который прошел игрок в течении игровой сессии в режиме реального времени",1,,,Движение,Свойство,,Почти во всех играх,,,,true,3,tasks
Радар-детектор,"Показывает расстояние до ближайшего алмаза (предмета, который нужно собрать, противника и т.д.)",3,,,Фичи,Алгоритм,,Почти во всех играх,,,,true,1,tasks
Возможность настройки параметров формы игроком,"С помощью настроек можно менять параметры формы (опишите, какие именно), например, размер, масштаб и т.д.",1,,,Фичи,Интерфейс,,Почти во всех играх,,,,true,1,tasks
Изменение масштаба игровых элементов,В GUI версии игры можно менять масштаб игровых элементов,1,,,Фичи,Интерфейс,,Почти во всех играх,,,,true,0,tasks
Миникарта,В одном из углов экрана отображается миниатюрная карта игрового поля,2,,,Фичи,Интерфейс,,Почти во всех играх,,,,true,0,tasks
Защита базы данных,Означает защиту базы с помощью установки пароля на изменение данных в ней,2,,,Фичи,Разное,,Почти во всех играх,,,,true,0,tasks
Количество выкопанных клеток,"Отображение количества клеток, которые выкопал игрок в течении игровой сессии в режиме реального времени",½,,,Интерфейс,Интерфейс,,Почти во всех играх,,,,true,1,tasks
Количество жизней игрока,Отображение жизней игрока в течении игровой сессии в режиме реального времени,½,,,Интерфейс,Интерфейс,,Почти во всех играх,,,,true,8,tasks
Количество счета игрока,Отображение счета (призовых очков) игрока в течении игровой сессии в режиме реального времени,½,,,Интерфейс,Интерфейс,,Почти во всех играх,,,,true,8,tasks
Псевдографика для оформления меню и/или поля,"Подразумевается, например, такого вида оформление (но не обязательно такое):\n╔═══╤═══╗\n╟───┼───╢",1,,,Интерфейс,Интерфейс,,,,,,false,9,tasks
Возможность перезапустить игру,"Например, начать проходить уровень заново",1,,,Финиш,Свойство,,,,,,false,11,tasks
Глайдер,"Элемент, которые позволяет падая вниз менять направление падения, а также не терять жизни при падении с большой высоты",1,,,Инвентарь,Элемент,,,,,,false,0,tasks
Изменение направления при падении,Свойство игрока с глайдером,1,,,"Инвентарь,Игрок",Свойство,,,,,,false,0,tasks
Возможность игры с бонусами или без,,1,,,Бонус,Интерфейс,,,,,,false,1,tasks
Транспорт,"Игрок может сесть в транспорт у которого есть свои характеристики скорости и здоровья, может инвентарь или оружие",1,,,Бонус,Элемент,,,,,,true,0,tasks
Красочность информационных окон,"Имеется в виду использование консольных псевдографических зарисовок для главного экрана, заставок победы/поражения и прочее",1,,,Интерфейс,Интерфейс,,,,,,false,7,tasks
Жизни игрока,Жизней может быть несколько. Потеря жизни ー начинать уровень или игру сначала (или с точки сохранения и т.п.),1,,,Игрок,Свойство,,💥 5: Battle City,,,,false,10,tasks
Здоровье игрока,Может частично уменьшаться в зависимости от обстоятельств. Когда уменьшится совсем ー проигрыш или просто потеря очередной жизни (если их несколько),1,,,Игрок,Свойство,,,,,,false,2,tasks
Энергия игрока,"Может приобретаться и расходоваться на определённые нужды (движение, атака, телепортация или какие-то другие фичи, что придумаете)",1,,,Игрок,Свойство,,,,,,false,0,tasks
Самотелепортация игрока в случайную точку,"Возможность игроку самостоятельно телепортироваться в случайную точку.\nНапишите в отчёте, когда это может происходить (либо, когда игрок окажется заблокирован и не может двигаться, либо у него всегда есть такая возможность, либо таких возможностей всего несколько за игру и т.п.)",1,,,"Игрок,Телепорт",Свойство,,,,,,false,1,tasks
Настройки сочетаний клавиш,,2,,,Настройки,Интерфейс,,,,,,false,1,tasks
Дополнительные настройки,"Опишите в отчёте, какие именно. Задание может дублироваться при необходимости",1,,,Настройки,Интерфейс,,,,,,false,3,tasks
Последняя нажатая клавиша,,½,,,Интерфейс,,,,,,,false,0,tasks
Проверка на тупик во время игры,"Здесь подразумевается проверка во время игры.\nЛибо автоматическая (каждый раз проверяется и если игрок оказывается в непроходимом тупике, то что-то происходит — либо телепорт, либо плюс одна жизнь на взорваться, либо уничтожение произвольной стены, чтобы избавиться от тупика и т.п.)",4,,,Фичи,Алгоритм,,,,,,false,2,tasks
Мини игра,"Некоторая дополнительная небольшая “игра” в игре.\nНапример, попадая на определённую клетку её можно или нужно пройти. Или чтобы сразиться с противником. Или для получения дополнительных бонусов и т.п.\nВ зависимости от сложности игры количество баллов может быть увеличено",2,,,Прочие,Разное,,,,,,false,0,tasks
Аккаунты,Сохранение данных отдельных игроков\ntodo: скорее всего это задание надо раздробить на несколько более мелких...,,,,Результаты,Интерфейс,,,,,,false,0,tasks
Анимация движения противника,"Здесь имеется в виду, что когда игрок перемещается, то, например, анимируется его движение руками/ногами и т.п.",2,,,Противник,Интерфейс,,,,,,false,3,tasks
Атака игрока в ближнем бою,Возможность атаковать находящегося рядом противника,1,,,Игрок,Свойство,,,,,,false,0,tasks
Отображение текущих нажатых клавиш,,1,,,Интерфейс,Интерфейс,,,,,,false,0,tasks
Надеваемая броня для игрока,"Элемент можно временно “надеть” и тогда у игрока будет дополнительная броня (например, уменьшает получаемый урон)",1,,,Инвентарь,Элемент,,,,,,false,0,tasks
Уменьшение урона с помощью брони,↑ свойство брони,1,,,Инвентарь,Свойство,,,,,,false,0,tasks
Меч,Собрав этот элемент игрок может атаковать находящихся рядом противников,1,,,Инвентарь,Элемент,,,,,,false,0,tasks
Удар мечом,Атака находящихся рядом противников,1,,,"Инвентарь,Игрок",Свойство,,,,,,false,0,tasks
Конвертер,"Магический элемент, который позволяет превратить окружающие клетки в блоки другого типа",1,,,Инвентарь,Элемент,,,,,,false,0,tasks
Мерцающая стена,"Препятствие то появляется, то исчезает с определенным интервалом",1,,,Препятствие,Элемент,,,,,,false,0,tasks
Мерцание для элемента,"То появление, то исчезание на определённом месте (но можно использовать не только для стены) ↑",1,,,Препятствие,Свойство,,,,,,false,0,tasks
Цепь,Связывает две клетки только в любые 2 из сторон (по горизонтали/вертикали)\nАвтор: Олександр Чучко,1,,,Препятствие,Элемент,,,,,,true,0,tasks
Связываемость,Дает возможность связать элементы между собой (новый связанный объект может двигаться только если все связанные объекты могут двигаться),2,,,Препятствие,Свойство,,,,,,true,0,tasks
Клей,Связывает все прилягающие клетки,1,,,Препятствие,Элемент,,,,,,true,0,tasks
Цветной клей,"Делает то же, что и клей, но не приклеивается к клею другого цвета",1,,,Препятствие,Элемент,,,,,,true,0,tasks
Скользкость,Элемент с этим свойством не приклеивается к клею,1,,,Препятствие,Свойство,,,,,,true,0,tasks
Общая кодовая база (3-я лаба),"Общая кодовая база между 2-й и 3-й лабами\nЯвляется обязательным для пятёрки по 3-й лабе\nНо редкой ситуации, когда до пятёрки по 3-й всё равно не дотягивает, может принести 4 балла",4,,,Основа,Основа,,,,,,false,5,tasks
Архитектура приложения,Подразумевает под собой стандартную трехслойную архитектуру приложения с использованием Dependency Injection,2,,,Основа,Основа,,,,,,true,1,tasks
“Умное” переключение окон,"Когда отрывается новое окно, старое закрывается. Но что, если старое окно будет нужно вскоре? Нет смысла его закрывать и открывать много раз.\nТо есть нужно создать общий алгоритм переключения окон, который не ограничивается простым их открытием/закрытием.",2,,,Основа,Основа,,,,,,true,1,tasks
Масштабирование карты во время игры,"Здесь имеется в виду изменение масштаба отображения прямо во время игры, актуально в основном для 3-й лабы, т.к. для консоли реализовать проблематично",1,,,Интерфейс,Интерфейс,,,,,,false,2,tasks
Комбинация нажатых клавиш,,2,,,Фичи,,,,,,,false,1,tasks
Иконка игры,"Иконки форм, например в WinForms (актуально для 3-й лабы)",1,,,Интерфейс,Интерфейс,,,,,,false,15,tasks
Красивая загрузка карты,"Карта загружается не где-то в фоне, а постепенно с помощью какого-то алгоритма (например, каждая клетка рандомно, а не по порядку).",1,,,Интерфейс,Интерфейс,,,,,,true,3,tasks
Использование GIF-анимаций,Отображение элементов с помощью GIF’ок,2,,,Интерфейс,Интерфейс,,,,,,true,2,tasks
Анимация движения игрока,"Здесь имеется в виду, что когда игрок перемещается, то, например, анимируется его движение руками/ногами и т.п.",2,,,Игрок,Интерфейс,,Почти во всех играх,,,,false,5,tasks
Деактивация действия элемента через N шагов,"В отчёте перечислите, на какие элементы распространяется такая особенность",1,,,Инвентарь,Свойство,,,,,,false,0,tasks
Деактивация действия элемента через N секунд,"В отчёте перечислите, на какие элементы распространяется такая особенность",1,,,Инвентарь,Свойство,,,,,,false,0,tasks
Одноразовость использования элементов,"В отчёте перечислите, на какие элементы распространяется такая особенность",1,,,Инвентарь,Свойство,,,,,,false,2,tasks
Многоразовость использования элементов,"Имеется в виду, что элемент можно использовать бесконечное количество раз (неисчерпаемый ресурс)\nВ отчёте перечислите, на какие элементы распространяется такая особенность",1,,,Инвентарь,Свойство,,,,,,false,1,tasks
Ограниченное количество раз использования элементов,"Имеется в виду, что элемент можно использовать лишь определённое количество раз, и затем он “исчезает” из инвентаря (становится бесполезен)\nВ отчёте перечислите, на какие элементы распространяется такая особенность",1,,,Инвентарь,Свойство,,,,,,false,1,tasks
Ограничение рюкзака по весу,"Если у всех элементов есть разный вес, то игрок может носить только n кг веса. В зависимости от загруженности меняется скорость игрока или игрок перестает двигаться вообще.",1,,,Инвентарь,Свойство,,,,,,true,0,tasks
Ограничение инвентаря: типы предметов,"Если у всех предметов есть свой тип (пр. шлем, кольцо, амулет, нагрудник, сапоги, меч, тд) то персонаж может носить ограниченное количество этого элемента (1 шлем, 2 кольца, пр.)",1,,,Инвентарь,Свойство,,,,,,true,0,tasks
Редкость,"Присуща элементам, которые можно подобрать. Помогает игроку понять, какой предмет может быть лучше и полезнее (например легендарная броня лучше обычной). Так же от редкости зависит шанс найти предмет.",1,,,Инвентарь,Свойство,,,,,,true,0,tasks
Спасательный жилет,"Специальный игровой элемент, который помогает преодолевать такое препятствие как вода или какую-то другую жидкость.",,,,Инвентарь,Элемент,,,,,,true,1,tasks
Конфета,,2,,,Прочие,Элемент,,,,,,false,0,tasks
Рыба,,2,,,Прочие,Элемент,,,,,,false,0,tasks
Анимация игровых элементов,,2,,,Прочие,Интерфейс,,,,,,false,2,tasks
Проводник,"Элемент, который связывает активатор (примером рычаг или кнопка) и элемент который должен из-за него активироваться (примером дверь или ловушка). Элемент может быть как чисто визуальный так и частью головоломки: поменяв расположение проводников получаем совершенно другую реакцию.",1,,,Прочие,Элемент,,,,,,true,0,tasks
git: не архив,"Отдельные файлы, а не просто архив через веб",1,,,Репозиторий,Основа,,,,,,false,11,tasks
git: ветки,"Использование веток (по назначению и смыслу)\nОпишите, какие ветки и для чего использовали",1,,,Репозиторий,Основа,,,,,,false,13,tasks
git: коммиты,Регулярные коммиты\nДайте ссылку на историю коммитов,1,,,Репозиторий,Основа,,,,,,false,18,tasks
git: описания,"Понятные комментарии к коммитам и содержимое “отделительное”, а не всё скопом\nДайте здесь примеры нескольких таких коммитов\nА также дайте ссылку на историю изменений в git",1,,,Репозиторий,Основа,,,,,,false,8,tasks
git: pull-requests,Дайте ссылку на ваше pull request’ы,1,,,Репозиторий,Основа,,,,,,false,6,tasks
git: .gitignore,Добавление файла .gitignore,½,,,Репозиторий,Основа,,,,,,true,16,tasks
Толкатель,"Заставляется игрока двигаться в указанном направлении без возможности сменить направление, до тех пор пока не выполнится один из критериев (смотря что именно реализуете) ↓",1,,,Движение,Элемент,,,,,,false,0,tasks
Универсальный движок,"Здесь подразумевается реализация классов игры в таком виде, что их можно удобно переиспользовать даже для построения другого варианта игры.\nТо есть логика конкретных игровых процессов получается не жёстко зафиксированной, а зависит от тех или иных конфигурационных параметров.\nВ идеале получается, что при определённых конфигурациях можно получить даже совершенно другую игру на том же исходном коде.",8,,,Фичи,Основа,,,,,,false,2,tasks
Магазин,"Магазин, в котором можно покупать различные дополнительные возможности или ресурсы и т.п.\nСкорее всего надо разбить на несколько более мелких заданий",,,,Фичи,Разное,,,,,,false,0,tasks
Уровень-туториал,Отдельный уровень с интсрукциями и минимальной сложностью,1,,,Фичи,Разное,,,,,,true,1,tasks
"Создание папок для классов, файлов и т.д.",,½,,,Фичи,Разное,,,,,,true,6,tasks
Кастомизация,"Возможность для игрока выбирать внешний вид элементов (в том числе противников, самого себя, пр) путем разблокирования или покупки этой самой кастомизации.",2,,,Фичи,Разное,,Почти во всех играх,,,,true,1,tasks
Спящий режим,"Если игрок отсутствует по прошествию энного времени, то игра приостанавливается (противники перестают двигаться, все элементы которые зависят от времени “замораживают” свой таймер) и ее можно включить обратно при нажатии любой клавиши. У этого режима желательно должна быть какая-то визуальная индикация, например облако с сообщением “Вы еще здесь?”",2,,,Фичи,Разное,,,,,,true,0,tasks
Плавное перемещение игрока по клетке,"Здесь имеется в виду, что игрок не обязательно занимается строго определённую клетку (перемещаясь скачкообразно), а перемещается плавно между клетками часто находясь одновременно на двух (частично на одной, частично на второй)",2,,,Игрок,Интерфейс,,,,,,false,2,tasks
Достижения (ачивки) игрока,"Это задание ещё не очень классифицировано. Если вы его выберите, то опишите в отчёте, что именно сделали и возможно оно разобьётся на несколько заданий поменьше с соответствующими баллами",,,,Игрок,Свойство,,,,,,false,0,tasks
Классы игрока,"Игрок может быть разных классов и в зависимоти от этого иметь разные способности, стартовые предметы в инвентаре, оружие и т.д. Пример: воин, лучник, маг.",2,,,Игрок,Свойство,,,,,,true,0,tasks
Характеристики игрока,"Обобщенное поле которое содержит в себе все характеристики (скорость, здоровье, урон, удача, дальность огня, скорость полета пули, пр), которые можно легко увеличивать или уменьшать, натыкаясь на бонусы и антибонусы соответственно или покуда в инвентаре есть определенные предметы",1,,,Игрок,Свойство,,,,,,true,0,tasks
Самоубийство,"Если игрок попадает в ловушку, из которой нельзя выбраться, но при этом не умирает, он может совершить самоубийство",1,,,Игрок,Свойство,,,,,,true,1,tasks
Клаустрофобия,"Игрок погибает от клаустрофобии - тесного пространства, которое его окружает (например это может быть глубокая лестница в никуда)",1,,,Игрок,Свойство,,,,,,true,1,tasks
Временное отключение телепортации после использования (на N шагов),,1,,,Телепорт,Свойство,,,,,,false,2,tasks
Временное отключение телепортации после использования (на N секунд),,1,,,Телепорт,Свойство,,,,,,false,1,tasks
“Толкание” игрока до преграды,"Игрок начинает двигаться в определённом направлении до тех пор пока не встретит преграду (любой соответствующий элемент), после этого он может двигаться как обычно\nЭто задание имеет смысл для игровых вариантов с “неинерционным” игроком",1,,,Движение,Свойство,,,,,,false,0,tasks
“Толкание” игрока на N клеток,↑,1,,,Движение,Свойство,,,,,,false,0,tasks
“Толкание” игрока в течение N секунд,↑,1,,,Движение,Свойство,,,,,,false,0,tasks
Пружина,"Элемент, который подбрасывает игрока в игре с гравитацией",1,,,Движение,Элемент,,,,,,true,0,tasks
Переключатель гравитации,Инверсирует текущую гравитацию (было сверху вниз - стало снизу вверх и наоборот),1,,,Движение,Элемент,,,,,,true,3,tasks
Плавное перемещение противника по клетке,"Здесь имеется в виду, что игрок не обязательно занимается строго определённую клетку (перемещаясь скачкообразно), а перемещается плавно между клетками часто находясь одновременно на двух (частично на одной, частично на второй)",2,,,Противник,Интерфейс,,,,,,false,2,tasks
Враги появляются только после 1-го шага игрока,"После старта игры, пока игрок стоит, противников нет, как только произойдет движение, враги появятся.",1,,,Противник,Свойство,,,,,,true,1,tasks
Противник может использовать бонусы игрока,"Имеется в виду, что при взаимодействии врага с бонусом на него будет применено его свойство",1,,,Противник,Свойство,,,,,,true,1,tasks
Поле зрения противника,"Противник замечает игрока только в определенном поле (например,  5 клеток вокруг себя или только сектор этого круга)",1,,,Противник,Свойство,,,,,,true,2,tasks
Противник умирает при попадании в яму,"Противник умирает, при попадании в яму.",1,,,Противник,Свойство,,💰 4: Lode Runner,,,,true,1,tasks
Противник не успевает вылезти из ямы,"↑ быть убитым не просто при попадании в яму, а при дополнительных условиях.\nНапример, есть открытая яма, которая затягивается через несколько секунд, и в нее провалился противник, которому  нужно некоторое количество секунд, чтобы выбраться. Если яма успела затянутся до того, как противник вылез, то противник умирает.",1,,,Противник,Свойство,,,,,,true,1,tasks
Противник умирает при падении игрока сверху,"Игрок может прыгнуть сверху на противника или выкопать яму на этаже выше и прыгнуть в нее, попав на врага.",1,,,Противник,Свойство,,💰 4: Lode Runner,,,,true,1,tasks
Небольшие микро-демки для многих заданий,"Подразумевается, что для демонстрации-описания многих заданий в отчёте были записаны короткие видео-фрагменты с демонстрацией соответствующего момента",1,,,Видеодемки,,,,,,,false,14,tasks
Голосовое сопровождение видео-демки,"Подразумевается описание голосом того, что происходит на видео",1,,,Видеодемки,,,,,,,false,7,tasks
Дополнительные эффекты в видео,,½,,,Видеодемки,,,,,,,false,7,tasks
