name,description,coins,coin_type,points,category,supercategory,subcategory,games,report,color,author,new,used,source
Видеозаставки игровых сцен,"Во время игры при определенных условиях запускается соответствующий видеофрагмент, который показывает небольшую сцену, которая относиться к этому моменту.\nПри этом игровой процесс временно останавливается\nНапример, при первом сборе алмаза, при первой встрече с врагом и т.д.",2,,,Уровни,Разное,,,,,,true,0,tasks
Системные требования к игре,Определение минимальных (и/или рекомендованных) системных требований для игры,1,,,Основа,Разное,,,,,,true,9,tasks
Руководство к игре,"Создание руководства для игрока, которое описывает возможности и правила игры",2,,,Фичи,Разное,,,,,,true,4,tasks
Обзор (рецензия) к игре,"Написание обзора (рецензии) игры, в котором описываются как преимущества игры, так и ее недостатки, а также дается общая оценка игре",2,,,Фичи,Разное,,,,,,true,2,tasks
Ведение блога разработчика,"Создание блога разработчика, в котором публикуется информация по поводу игры",2,,,Фичи,Разное,,,,,,true,2,tasks
"Подсчет расстояния, которые преодолели камни за время падения под воздействием гравитации","Игра выполняет подсчет расстояния, которые преодолели камни за время падения под воздействием гравитации",1,,,Уровни,Разное,,,,,,true,2,tasks
"Подсчет расстояния, которое преодолел игрок, перемещая камни","Игра выполняет подсчет расстояния, которое преодолел игрок, перемещая камни",1,,,Уровни,Разное,,,,,,true,2,tasks
Сохранение игровой статистики за сессию в базу данных,Игра выполняет сохранение игровых статистических данных в базу данных,3,,,Фичи,Разное,,,,,,true,1,tasks
"Отображение количества песка, который выкопал игрок на расстоянии","Игра позволяет отобразить количество песка, который выкопал игрок на игровой панели, это количество может изменятся в течении игры",½,,,Фичи,Разное,,💎 2: Boulder Dash,,,,true,1,tasks
"Подсчет количества песка, который выкопал игрок на расстоянии","Игра позволяет подсчитать количество песка, который выкопал игрок на расстоянии в течении игры",1,,,Фичи,Разное,,💎 2: Boulder Dash,,,,true,1,tasks
Огнестойкость,Предотвращает воздействие огня на игрока,1,,,Бонус,Элемент,,,,,,true,0,tasks
Увеличение силы,"В зоне действия этого элемента повышается урон, наносимый игроком",1,,,Бонус,Элемент,,,,,,true,0,tasks
Уменьшение силы,"В зоне действия этого элемента понижается урон, наносимый игроком",1,,,Анти-бонус,Элемент,,,,,,true,0,tasks
Редкий алмаз,"Отличается от обычного тем, что дает больше бонусных баллов игроку",1,,,Бонус,Элемент,,💎 2: Boulder Dash,,,,true,0,tasks
Пустая клетка,"Клетка, которая появляется на том месте, где игрок откопал клетку с песком",1,,,Движение,Элемент,,💎 2: Boulder Dash,,,,true,6,tasks
Клетка для текстового символа,"Клетка, в которой можно отобразить текстовый символ",1,,,Игрок,Элемент,,Почти во всех играх,,,,true,1,tasks
Уникальные способности классов игроков,"Каждый класс имеют свою уникальную особенность.\nНапример, медик - способность лечить себя и других игроков, штурмовик имеет улучшенную броню и т.д.",1,,,Фичи,Свойство,,,,,,true,0,tasks
Летательные аппараты,"В игре присутствуют летательные аппараты, которые позволяют игроку перемещается по воздуху, например, самолет, вертолет и т.д.",1,,,Фичи,Элемент,,,,,,true,0,tasks
Акваланг,"Позволяет преодолевать водные препятствия, погружаясь под воду и становясь невидимым для противников с поверхности",1,,,Фичи,Элемент,,,,,,true,0,tasks
Пираньи,Живут в воде. Если игрок с аквалнгом попадает в клетку с пираньями - у него уменьшаются постепенно жизни,1,,,Фичи,Элемент,,,,,,true,0,tasks
Использование пакетов NuGet в проекте,Подключение и применение пакетов NuGet в проекте,1,,,Основа,Основа,,Почти во всех играх,,,,true,3,tasks
Применение многоуровневой архитектуры приложения,Создание архитектуры приложения из нескольких слоев,3,,,Основа,Основа,,Почти во всех играх,,,,true,1,tasks
Парашут,"При использовании позволяет игроку падать плавно, предотвращает от получения урона при падении",1,,,Бонус,Элемент,,,,,,true,0,tasks
Урон при падении,"При падении с большой высоты игрок получает урон, количество его жизней уменьшается",1,,,Анти-бонус,Свойство,,,,,,true,0,tasks
Изменение силы удара игрока,"Урон, который наносит игрок может увеличивается или уменьшатся в зависимости от определенных условий",1,,,"Анти-бонус,Бонус",Свойство,,,,,,true,0,tasks
Зелья,Могут переносится в инвентаре игрока. Позволяют активировать бонусный эффект в нужный момент времени.,1,,,"Анти-бонус,Бонус",Элемент,,,,,,true,0,tasks
Молоко,Позволяет снять действие всех эффектов с игрока,1,,,"Анти-бонус,Бонус",Элемент,,,,,,true,0,tasks
Золотое яблоко,Временно усиливает все способности игрока,1,,,Бонус,Элемент,,,,,,true,0,tasks
Бонусы/антибонусы появляются после смерти противника,"После смерти игрока с определенной вероятностью появляется бонус/антибонус, который влияет на игрока",1,,,"Анти-бонус,Бонус",Свойство,,,,,,true,0,tasks
Трейлер игры,"Создание захватывающего трейлера к игре, который привлекает внимание людей к основным возможностям игры",2,,,Видеодемки,Разное,,Почти во всех играх,,,,true,3,tasks
Публикация игры в магазине игр или других игровых платформах (Steam и другие),"Публикация игры в общий доступ через одну из площадок для размещения игр в публичном доступе (например, Steam и другие).\nВ зависимости от типа платформы количество монеток может меняться.",3,,,Фичи,Разное,,Почти во всех играх,,,,true,2,tasks
Разработка сайта (лендинга) игры,Разработка и размещение в интернете сайта про игру.\nКоличество монеток может меняться в зависимости от уровня разработки сайта с информацией про игру,3,,,Фичи,Разное,,Почти во всех играх,,,,true,7,tasks
"Создание аккаунтов-сообществ игры в социальных сетях (Telegram, Instagram, Facebook, Twitch и т.д.)","Создание сообществ для продвижения игры через социальные сети путем создания каналов/чатов в Telegram, аккаунта игры в Instagram, страницы или группы игры в Facebook и т.д.\nВ зависимости от типа платформы и глубины проработки сообщества количество монеток может меняться",2,,,Фичи,Разное,,Почти во всех играх,,,,true,6,tasks
Создание сборника саундтрека к игре,Размещение саундтрека игры в интернете с возможностью скачивать его для прослушивания вне игры,2,,,Фичи,Разное,,Почти во всех играх,,,,true,1,tasks
Создание игровой энциклопедии (википедии) с информацией про игры,Предполагает создание специального сайта в интернете (энциклопедии-википедии) с описанием игровых элементом,3,,,Фичи,Разное,,Почти во всех играх,,,,true,1,tasks
Заморозка,Замораживает игрока на определенное время\nИдея из игры: Command & Conquer: Red Alert 3 — Uprising\nПрототип: криолегионеры\nhttps://wikiwarriors.org/wiki/%D0%9A%D1%80%D0%B8%D0%BE%D0%BB%D0%B5%D0%B3%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D1%8B_(Red_Alert),1,,,Анти-бонус,Свойство,,,,,,true,2,tasks
Титановая броня,Позволяет поглощать снаряды с существенно меньшим уроном для игрока\nИдея из игры: XCOM\nПрототип: титановая броня\nhttps://xcom.fandom.com/ru/wiki/%D0%A2%D0%B8%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B1%D1%80%D0%BE%D0%BD%D1%8F,1,,,Бонус,Свойство,,,,,,true,0,tasks
Энергетический щит,"Полностью поглощает урон, который получает игрок\nИдея из игры: Command & Conquer 3: Tiberium Wars\nПрототип: силовой щит скринов.\nhttps://aminoapps.com/c/commandconqu653/page/blog/sekretnye-arkhivy-skrinny/RPzd_p7Cwuw3zWzn5YEEmYwG7vJPN10Bwn",1,,,Игрок,Свойство,,,,,,true,0,tasks
Улучшенный энергетический щит,"Полностью поглощает урон, который получает игрок. Имеет большую прочность, чем обычный щит\nИдея из игры: Command & Conquer 3: Tiberium Wars\nПрототип: силовой щит скринов.\nhttps://aminoapps.com/c/commandconqu653/page/blog/sekretnye-arkhivy-skrinny/RPzd_p7Cwuw3zWzn5YEEmYwG7vJPN10Bwn",1,,,Игрок,Свойство,,,,,,true,0,tasks
ЭМИ (электромагнитная индукция),Позволяет уничтожить энергетический щит\nИдея из игры: Command & Conquer 3: Tiberium Wars\nПрототип: ЭМИ в игре http://cnc3.ru/modules.php?name=Pages&go=page&pid=89,1,,,"Анти-бонус,Бонус",Свойство,,,,,,true,0,tasks
Ботинки-скороходы,Существенно ускоряют движение игрока/монстра,1,,,Игрок,Элемент,,11: Playing with Fire,,,,true,1,tasks
Уменьшение границ уровня по истечении времени,"После истечения заданного времени границы уровня уменьшаются, мотивируя игрока отступать к центру",2,,,Уровни,Свойство,,11: Playing with Fire,,,,true,0,tasks
Зыбучий песок,"Игровой элемент, который замедляет движение игрока\nИдея из игры: Minecraft\nПрототип: песок душ в Minecraft https://minecraft.fandom.com/ru/wiki/%D0%9F%D0%B5%D1%81%D0%BE%D0%BA_%D0%B4%D1%83%D1%88",1,,,Анти-бонус,Элемент,,,,,,true,0,tasks
Маскировочный костюм игрока,"Специальный костюм, который позволяет игроку на время стать невидимым. После этого костюм требует перезарядки, в течении которой он восстанавливает свою способность генерировать невидимое поле\nИдея из игры: PlanetSide2\nПрототип: способность диверсанта быть невидимым\nhttps://planetside.fandom.com/ru/wiki/%D0%94%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B0%D0%BD%D1%82",1,,,Игрок,Свойство,,,,,,true,0,tasks
Острое зрение (всевидимость),Позволяет видеть скрытые (замаскированные) объекты\nИдея из игры: Command & Conquer 3: Tiberium Wars\nПрототип: возможность обнаруживать невидимые объекты “Бульдогом”\nhttp://forums.cncseries.ru/index.php?showtopic=7255,1,,,"Игрок,Противник",Свойство,,,,,,true,0,tasks
Нажимная плита,Позволяет активировать тот или иной механизм. Для работоспособности все время должна быть нажата.,1,,,Движение,Элемент,,13: Fireboy And Watergirl,,,,true,1,tasks
Способность летать,Позволяет игроку/противнику преодолевать силу гравитации\nИдея из игры: Spore\nПрототип: крылья персонажа https://spore.fandom.com/ru/wiki/%D0%9F%D0%BE%D0%BB%D1%91%D1%82,1,,,"Игрок,Противник,Движение",Свойство,,,,,,true,2,tasks
Крылья,Предоставляют игроку/противнику возможность летать\nИдея из игры: Spore\nПрототип: крылья персонажа https://spore.fandom.com/ru/wiki/%D0%9F%D0%BE%D0%BB%D1%91%D1%82,1,,,"Игрок,Противник,Движение",Элемент,,,,,,true,0,tasks
Заряд (позитивный или негативный),"Создает электромагнитное поле. Если в радиусе одной клетки от элемента есть магнит, то заряд притягивается/отталкивается к/от магнита.\nНужно подробнее здесь описать, чтобы было понятно, что это такое без запуска игры Polarity Switch :)",1,,,Игрок,Элемент,,14: Polarity Switch,,,,true,0,tasks
Магнит,"Позволяет притягивать или отталкивать элементы, имеющие электромагнитный заряд",1,,,Игрок,Элемент,,14: Polarity Switch,,,,true,0,tasks
Лифт,Позволяет быстро перемещать игрока вверх/вниз\nИдея из игры: Evil Nun.\nПрототип: лифт https://keplerians-games.fandom.com/ru/wiki/%D0%9B%D0%B8%D1%84%D1%82,1,,,Движение,Элемент,,,,,,true,0,tasks
Главное меню игры,,1,,,Меню,Интерфейс,,,,,,false,29,tasks
Вариативные размеры поля,Разные уровни могут иметь разные размеры поля,1,,,Уровни,Интерфейс,,Почти во всех играх,,,,false,10,tasks
Ввод имени игрока,,1,,,Результаты,Интерфейс,,,,,,false,16,tasks
Подсчёт количества ходов,И вывод в статистике в конце игры,1,,,Результаты,Интерфейс,,,,,,false,7,tasks
Отображение шагов в блоке информации,,½,,,Результаты,Интерфейс,,,,,,false,7,tasks
Подсчёт времени прохождения уровня/игры,И вывод в статистике в конце игры,1,,,Результаты,Интерфейс,,,,,,false,10,tasks
Отображение времени игры в блоке информации,,½,,,Результаты,Интерфейс,,,,,,false,8,tasks
Обратный отсчёт времени,Если не успеть выиграть — game over,1,,,Результаты,Интерфейс,,,,,,false,3,tasks
Простой подсчет очков,,1,,,Результаты,Интерфейс,,,,,,false,10,tasks
Особый подсчёт очков (формула),"Например, зависящая от нескольких критериев: время прохождения, количество ходов, собранные призы, и т.д.",1,,,Результаты,Интерфейс,,,,,,false,1,tasks
Отображение очков в блоке информации, Выводятся вовремя игрового процесса  сбоку или снизу,½,,,Результаты,Интерфейс,,,,,,false,9,tasks
Особые подсчёты бонусов и т.п.,"Например, количество необязательных призов или ключей и т.п.",1,,,Результаты,Интерфейс,,,,,,false,0,tasks
Список результатов всех игр,Упорядоченный по времени игры,1,,,Результаты,Интерфейс,,,,,,false,8,tasks
Список лучших результатов,Упорядоченный по результатам,1,,,Результаты,Интерфейс,,,,,,false,4,tasks
Победа при достижении финиша,↑ Собственно это основное назначение клетки финиша :),1,,,Финиш,Свойство,,,,,,false,6,tasks
Победа при определённых обстоятельствах,"Например, когда собраны все обязательные призы, или открыты все двери, или уничтожены все монстры.\nУкажите, какие именно у вас критерии и если их несколько разных ー можно “дублировать” это задание и получать балл за каждый *уникальный* критерий\nНо при этом критерий не должен “дублировать” другое *такое же* по смыслу, но конкретное задание ↓",1,,,Финиш,Свойство,,,,,,false,15,tasks
Появление клетки финиша при определённых обстоятельствах,Про примеры обстоятельств и “дублируемость” читайте выше ↑,1,,,Финиш,Свойство,,,,,,false,3,tasks
Появление клетки финиша через некоторое время,,1,,,Финиш,Свойство,,,,,,false,1,tasks
Карта в виде «тора»,"Имеется в виду, что если, к примеру, перейти за левый край, то появляемся с правой стороны (и аналогично по вертикали)",1,,,Уровни,Интерфейс,,👻 9: Pac-Man,,,,false,3,tasks
Видимость только ближайшего пространства рядом с игроком (ограниченная видимость),"Например, игрок видит только несколько соседних клеток, а остальные для него невидимы, и эта видимая область перемещается за игроком",2,,,Уровни,Интерфейс,,💰 4: Lode Runner,,,,false,1,tasks
Видимая область перемещается с игроком (фрейм отображаемой области),"Примерно как скролл в окне, но тут он просто зависит от перемещения игрока",2,,,Уровни,Интерфейс,,,,,,false,2,tasks
Продуманные интересные уровни,"Можно дублировать задание несколько раз (в разумных пределах)\nНапример, по несколько уровней за монету (в зависимости от продуманности уровня)",1,,,Уровни,Разное,,,,,,false,13,tasks
Пасхалочка типа кода Konami,,1,,,Фичи,Разное,,,,,,false,4,tasks
Случайная генерация уровней,Просто самый обычный рандом для размещаемых элементов,2,,,Уровни,Алгоритм,,🧨 6: Mined-Out,,,,false,2,tasks
Непроходимая стена,Стандартная обычная стена (непроходимое препятствие),1,,,Препятствие,Элемент,,"🗝 1: Лабиринт,🧿 3: New Ball Game,💣 8: Bomberman",,,,false,20,tasks
Непроходимость,↑ Стандартное свойство непроходимых игроком элементов (в частности стен),1,,,Препятствие,Свойство,,Почти во всех играх,,,,false,10,tasks
Уничтожимая стена,"Стена, которую можно уничтожить определённым образом (выстрелом, выкапыванием, взрывом и т.п.)",1,,,Препятствие,Элемент,,"💎 2: Boulder Dash,💰 4: Lode Runner,💥 5: Battle City,💣 8: Bomberman",,,,false,9,tasks
Уничтожимость,"Возможность элементу быть уничтожимым определённым способом (выстрелом, выкапыванием, взрывом и т.п.)",1,,,Препятствие,Свойство,,,,,,false,6,tasks
Неуничтожимая стена,"Особый вид стены, которую нельзя уничтожить.\nОбычно задание используется в паре с предыдущим ↑",1,,,Препятствие,Элемент,,"💎 2: Boulder Dash,💰 4: Lode Runner,💥 5: Battle City,💣 8: Bomberman",,,,false,10,tasks
Самовосстанавливающаяся стена,"Стена, которая через какое-то время сама восстанавливается (вновь появляется после уничтожения)",1,,,Препятствие,Элемент,,💰 4: Lode Runner,,,,false,2,tasks
Автовосстановление стены,↑ Свойство самовосстанавливающейся стены,1,,,Препятствие,Свойство,,💰 4: Lode Runner,,,,false,2,tasks
Случайное появление стен,Появление нового препятствия в случайном месте,1,,,Препятствие,Свойство,,,,,,false,0,tasks
Вода,"Особый вид препятствия, через которое нельзя пройти, но зато выстрелы могут пролетать поверх неё",1,,,Препятствие,Элемент,,💥 5: Battle City,,,,false,1,tasks
Прозрачная стена,"Чем-то похоже на предыдущее задание ↑\nНо немного другой смысл: шарик пролетает через эту стену не останавливаясь, но поверх такой стены нельзя поставить диагональный щит",1,,,Препятствие,Элемент,,🧿 3: New Ball Game,,,,false,0,tasks
