Название,Монеты,Категория,Описание задания,"Игры, давшие эту идею",use,Баллы,new?,Тип задания,Title
Эмуляция прохождения уровня (алгоритм),4,Уровни,Расчёт оптимального маршрута и далее визуально ходим вместо игрока\nВ зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено,,1,4,false,Алгоритм,⚛️ 🎛 Эмуляция прохождения уровня (алгоритм)
Сохранение текущего состояния игры,2,Уровни,И в дальнейшем можно загрузиться и продолжить,,3,2,false,Разное,⭕️ 🎛 Сохранение текущего состояния игры
Редактор уровней,8,Уровни,"Это явно золотое задание, но лучше будет его разбить на несколько заданий поменьше, т.к. реализация может очень сильно отличаться...",,9,8,false,Разное,⭕️ 🎛 Редактор уровней
,,Уровни,,,0,,true,, 🎛  🆑
Инструкция к игре,1,Меню,,,22,1,false,Интерфейс,✏️ 🎹 Инструкция к игре
Выкапывание ямы рядом,1,"Игрок,Препятствие",Возможность уничтожать кирпичную стену рядом с игроком (вниз по диагонали: слева или справа),💰 4: Lode Runner,2,1,false,Свойство,🌀 🏃🏻‍♂️ 🚧 Выкапывание ямы рядом
Уничтожение стены рядом,1,"Игрок,Препятствие","Возможность игрока уничтожать стены. Либо, в любом направлении, либо рядом, либо внизу ー укажите в отчёте, что именно реализовали",,2,1,false,Свойство,🌀 🏃🏻‍♂️ 🚧 Уничтожение стены рядом
Настройка громкости,1,Настройки,Регулирование громкости фоновой музыки/звуков,,7,1,false,Интерфейс,✏️ ⚙️ Настройка громкости
Сорняки,2,,"Игрок может ""скосить"" сорняки только подойдя справа/слева (т.е просто спрыгнув Вы от них не избавитесь). Обязательные.",,0,2,false,Элемент,🧩  Сорняки
"Анимация переходов между ""окнами""",1,Интерфейс,Анимация загрузки между скрытием окна меню и прогрузкой игровой карты,Почти во всех играх,0,1,false,Интерфейс,"✏️ 🎨 Анимация переходов между ""окнами"""
"Проигрыш, когда у игрока заканчиваются жизни",1,Финиш,,,15,1,false,Свойство,"🌀 🏁 Проигрыш, когда у игрока заканчиваются жизни"
"Проигрыш, когда у игрока заканчивается отведённое время",1,Финиш,,,2,1,false,Свойство,"🌀 🏁 Проигрыш, когда у игрока заканчивается отведённое время"
Создание стены в потолке,2,,Игрок вручную восстанавливает разрушенную стену.,,0,2,false,Свойство,🌀  Создание стены в потолке
Разные иконки направлений противника,1,Противник,"В зависимости от того, куда направлен противник ー будет и отображается разная иконка для него",,4,1,false,Интерфейс,✏️ 🤖 Разные иконки направлений противника
Использование карты в виде “тора” при движении,1,Противник,,,3,1,false,Свойство,🌀 🤖 Использование карты в виде “тора” при движении
Выбор уровня или сложности игры,1,Меню,,,18,1,false,Интерфейс,✏️ 🎹 Выбор уровня или сложности игры
Мина для врагов,2,,,,0,2,false,Элемент,🧩  Мина для врагов
Выбор игрока,1,Меню,"Например, возможность смены игрока с его настройками (к примеру, скорость и стиль игры, или последняя карта, на которой играл игрок, и т.п.)",,3,1,false,Интерфейс,✏️ 🎹 Выбор игрока
Выбор стиля (темы) игры,2,Настройки,"Например, выбор между разными наборами символов для отображения в консольной игре (и аналогично для GUI)",,1,2,false,Интерфейс,✏️ ⚙️ Выбор стиля (темы) игры
Регулировка скорости игры,1,Настройки,Как быстро будут происходить все события в игре,,3,1,false,Интерфейс,✏️ ⚙️ Регулировка скорости игры
Бустер,2,,"(Специальная возможность игрока влючить режим Энерджайзера где-угодно и когда-угодно, что бы спастись от врагов. Когда время действия бустера оканчивается клавиши управления инвертированы на время)",,0,2,false,,  Бустер
Заставка поражения,1,Интерфейс,,Почти во всех играх,24,1,false,Интерфейс,✏️ 🎨 Заставка поражения
Заставка победы,1,Интерфейс,,Почти во всех играх,24,1,false,Интерфейс,✏️ 🎨 Заставка победы
Лимит бомбочек на уровень,1,,,💣 8: Bomberman,0,1,false,Свойство,🌀  Лимит бомбочек на уровень
Шипы (появляются и пропадают на клетке),1,Противник,,,1,1,false,Элемент,🧩 🤖 Шипы (появляются и пропадают на клетке)
Появление и исчезновение шипов время от времени,1,Противник,,,1,1,false,Свойство,🌀 🤖 Появление и исчезновение шипов время от времени
Осколок мины,2,Бонус,"(при наступании на мину она взрывается, оставляя в случайном месте карты осколок, собрав несколько штук которых игрок сможет видеть все мины на поле)",,0,2,false,Элемент,🧩 ➕ Осколок мины
Капкан,1,Препятствие,При наступании на капкан игрок не может двигаться в течение нескольких шагов (то есть совершает определенное количество безуспешных попыток хода),,0,1,false,Элемент,🧩 🚧 Капкан
Блокировка движения на N шагов,1,Препятствие,Свойство для элемента выше (🧩 🚧 Капкан ) ↑,,0,1,false,Свойство,🌀 🚧 Блокировка движения на N шагов
Блокировка движения на N секунд,1,Препятствие,Вариация свойства для элемента выше (🧩 🚧 Капкан ) ↑,,0,1,false,Свойство,🌀 🚧 Блокировка движения на N секунд
Ослепитель игрока,2,Анти-бонус,"(если подобрать этот антиприз то на определенное количество ходов игрок ""ослепнет"" (поле станет черным), но все клетки которые уже слепой игрок пройдёт, он будет видеть даже во время слепоты (т.к. он туда сходил, то теперь помнит что там)",,0,2,false,Элемент,🧩 ➖ Ослепитель игрока
Неизменяемая инерция движения игрока (анти-бонус),1,Анти-бонус,"Автоматическое движение игрока в определённом направлении (без возможности его изменить), пока он не встретится с преградой, точкой остановки и прочими игровыми элементами",,0,1,false,Свойство,🌀 ➖ Неизменяемая инерция движения игрока (анти-бонус)
Изменяемая инерция движения игрока (анти-бонус),1,Анти-бонус,"Автоматическое движение игрока в определённом направлении, но с возможностью изменить направление движения в любой момент",,0,1,false,Свойство,🌀 ➖ Изменяемая инерция движения игрока (анти-бонус)
Отображение текущих эффектов на персонаже,1,Анти-бонус,"Возле персонажа отображаются иконки, соответствущие эффектам на этом персонаже(игроке или противнике)",,0,1,true,Свойство,🌀 ➖ Отображение текущих эффектов на персонаже
Немота,1,Анти-бонус,Запрет персонажу(игроку или противнику) использовать способности,,0,1,true,Свойство,🌀 ➖ Немота
"Курсор принимает вид ""активного"" элемента",1,Игрок,"Курсор динамически принимает вид активного элемента, т.е. при смене элемента (к примеру, с помощью клавиши или колеса мышки) курсор принимает вид нового элемента, который установится на поле при клике пользователя",🧿 3: New Ball Game,0,1,false,Интерфейс,"✏️ 🏃🏻‍♂️ Курсор принимает вид ""активного"" элемента"
Установка щита для мячика,1,Игрок,"Основное игровое управление в New Ball Game\nУстановка на поле диагонального щита, от которого будет отбиваться мячик, меняя своё направление движения",🧿 3: New Ball Game,2,1,false,Свойство,🌀 🏃🏻‍♂️ Установка щита для мячика
Случайное появление фрукта (змейка),2,,,🐍 10: Змейка,0,2,false,Свойство,🌀  Случайное появление фрукта (змейка)
Возможность “сдаться”: выход из игры и проигрыш,1,Финиш,"Например, при нажатии определённой кнопки или выборе пункта в меню",,12,1,false,Свойство,🌀 🏁 Возможность “сдаться”: выход из игры и проигрыш
Управление с помощью мыши (3-я лаба),2,3-я лаба (todo),,,0,2,false,,  Управление с помощью мыши (3-я лаба)
Использоование изображений,1,3-я лаба (todo),,,0,1,false,,  Использоование изображений
Использование изображений игровых элементов из ресурсов,1,3-я лаба (todo),,,0,1,false,,  Использование изображений игровых элементов из ресурсов
Использование всех игровых элементов из консольной версии,,3-я лаба (todo),,,0,,false,,  Использование всех игровых элементов из консольной версии 🆑
Качественная отрисовка,,3-я лаба (todo),,,0,,false,,  Качественная отрисовка 🆑
Элементы управления,,3-я лаба (todo),,,0,,false,,  Элементы управления 🆑
Блок для отображения информации,½,Интерфейс,"Например, жизни игрока, результаты, время т.п.",,19,0.5,false,Интерфейс,✏️ 🎨 Блок для отображения информации
Использование базы данных,2,Фичи,,,3,2,false,Разное,⭕️ ⭐️ Использование базы данных
Возможность играть вдвоём,3,Фичи,"Подразумевается на одном компьютере, например, разными сочетаниями клавиш для разных игроков",,2,3,false,Разное,⭕️ ⭐️ Возможность играть вдвоём
Возможность играть по сети,12,Фичи,,,0,12,false,Разное,⭕️ ⭐️ Возможность играть по сети
,,Расширение,,,0,,true,, 🦠  🆑
Выбор пункта меню курсорными клавишами,1,Меню,,,9,1,false,Интерфейс,✏️ 🎹 Выбор пункта меню курсорными клавишами
Выделение активного пункта меню,1,Меню,"Например, фоновым цветом",,14,1,false,Интерфейс,✏️ 🎹 Выделение активного пункта меню
Диалог с пользователем: при попытке очистить результаты игр,1,Меню,,,2,1,true,Интерфейс,✏️ 🎹 Диалог с пользователем: при попытке очистить результаты игр
Пауза,1,Меню,Возможность ставить игру на паузу.,,2,1,true,Интерфейс,✏️ 🎹 Пауза
Дополнительные возможности в паузе,½,Меню,"Возможность выйти в главное меню, в настройки или из игры.\nИспользовать вместе с заданием “Пауза”",,1,0.5,true,Интерфейс,✏️ 🎹 Дополнительные возможности в паузе
Косметическая анимация,1,Меню,"Подразумевает какой-то косметический алгоритм, который работает на “фоне” в главном меню (или пуазе и тд.) и необходим исключительно для того, чтоб как-то “оживить” картинку, к примеру в Battle City - постоянно катающийся на фоне танк в главном меню.",💥 5: Battle City,2,1,true,Интерфейс,✏️ 🎹 Косметическая анимация
Координаты игрока,½,Интерфейс,В режиме реального времени на экране отображаются координаты игрока на игровом поле,Почти во всех играх,11,0.5,true,Интерфейс,✏️ 🎨 Координаты игрока
Отображение результата проверки на тупик,½,Интерфейс,В режиме реального времени на экране отображаются результат проверки на тупик,Почти во всех играх,1,0.5,true,Интерфейс,✏️ 🎨 Отображение результата проверки на тупик
Количество шагов игрока,½,Интерфейс,"Отображение количества шагов, который прошел игрок в течении игровой сессии в режиме реального времени",Почти во всех играх,5,0.5,true,Интерфейс,✏️ 🎨 Количество шагов игрока
Количество шагов игрока,1,Движение,"Игра подсчитывает количество шагов, который прошел игрок в течении игровой сессии в режиме реального времени",Почти во всех играх,3,1,true,Свойство,🌀 ➡️ Количество шагов игрока
Радар-детектор,3,Фичи,"Показывает расстояние до ближайшего алмаза (предмета, который нужно собрать, противника и т.д.)",Почти во всех играх,1,3,true,Алгоритм,⚛️ ⭐️ Радар-детектор
Возможность настройки параметров формы игроком,1,Фичи,"С помощью настроек можно менять параметры формы (опишите, какие именно), например, размер, масштаб и т.д.",Почти во всех играх,1,1,true,Интерфейс,✏️ ⭐️ Возможность настройки параметров формы игроком
Изменение масштаба игровых элементов,1,Фичи,В GUI версии игры можно менять масштаб игровых элементов,Почти во всех играх,0,1,true,Интерфейс,✏️ ⭐️ Изменение масштаба игровых элементов
Миникарта,2,Фичи,В одном из углов экрана отображается миниатюрная карта игрового поля,Почти во всех играх,0,2,true,Интерфейс,✏️ ⭐️ Миникарта
Защита базы данных,2,Фичи,Означает защиту базы с помощью установки пароля на изменение данных в ней,Почти во всех играх,0,2,true,Разное,⭕️ ⭐️ Защита базы данных
Количество выкопанных клеток,½,Интерфейс,"Отображение количества клеток, которые выкопал игрок в течении игровой сессии в режиме реального времени",Почти во всех играх,1,0.5,true,Интерфейс,✏️ 🎨 Количество выкопанных клеток
Количество жизней игрока,½,Интерфейс,Отображение жизней игрока в течении игровой сессии в режиме реального времени,Почти во всех играх,8,0.5,true,Интерфейс,✏️ 🎨 Количество жизней игрока
Количество счета игрока,½,Интерфейс,Отображение счета (призовых очков) игрока в течении игровой сессии в режиме реального времени,Почти во всех играх,8,0.5,true,Интерфейс,✏️ 🎨 Количество счета игрока
Псевдографика для оформления меню и/или поля,1,Интерфейс,"Подразумевается, например, такого вида оформление (но не обязательно такое):\n╔═══╤═══╗\n╟───┼───╢",,9,1,false,Интерфейс,✏️ 🎨 Псевдографика для оформления меню и/или поля
Возможность перезапустить игру,1,Финиш,"Например, начать проходить уровень заново",,11,1,false,Свойство,🌀 🏁 Возможность перезапустить игру
Глайдер,1,Инвентарь,"Элемент, которые позволяет падая вниз менять направление падения, а также не терять жизни при падении с большой высоты",,0,1,false,Элемент,🧩 🧳 Глайдер
Изменение направления при падении,1,"Инвентарь,Игрок",Свойство игрока с глайдером,,0,1,false,Свойство,🌀 🧳 🏃🏻‍♂️ Изменение направления при падении
Возможность игры с бонусами или без,1,Бонус,,,1,1,false,Интерфейс,✏️ ➕ Возможность игры с бонусами или без
Транспорт,1,Бонус,"Игрок может сесть в транспорт у которого есть свои характеристики скорости и здоровья, может инвентарь или оружие",,0,1,true,Элемент,🧩 ➕ Транспорт
Красочность информационных окон,1,Интерфейс,"Имеется в виду использование консольных псевдографических зарисовок для главного экрана, заставок победы/поражения и прочее",,7,1,false,Интерфейс,✏️ 🎨 Красочность информационных окон
Жизни игрока,1,Игрок,Жизней может быть несколько. Потеря жизни ー начинать уровень или игру сначала (или с точки сохранения и т.п.),💥 5: Battle City,10,1,false,Свойство,🌀 🏃🏻‍♂️ Жизни игрока
Здоровье игрока,1,Игрок,Может частично уменьшаться в зависимости от обстоятельств. Когда уменьшится совсем ー проигрыш или просто потеря очередной жизни (если их несколько),,2,1,false,Свойство,🌀 🏃🏻‍♂️ Здоровье игрока
Энергия игрока,1,Игрок,"Может приобретаться и расходоваться на определённые нужды (движение, атака, телепортация или какие-то другие фичи, что придумаете)",,0,1,false,Свойство,🌀 🏃🏻‍♂️ Энергия игрока
Самотелепортация игрока в случайную точку,1,"Игрок,Телепорт","Возможность игроку самостоятельно телепортироваться в случайную точку.\nНапишите в отчёте, когда это может происходить (либо, когда игрок окажется заблокирован и не может двигаться, либо у него всегда есть такая возможность, либо таких возможностей всего несколько за игру и т.п.)",,1,1,false,Свойство,🌀 🏃🏻‍♂️ 📡 Самотелепортация игрока в случайную точку
Настройки сочетаний клавиш,2,Настройки,,,1,2,false,Интерфейс,✏️ ⚙️ Настройки сочетаний клавиш
Дополнительные настройки,1,Настройки,"Опишите в отчёте, какие именно. Задание может дублироваться при необходимости",,3,1,false,Интерфейс,✏️ ⚙️ Дополнительные настройки
Последняя нажатая клавиша,½,Интерфейс,,,0,0.5,false,, 🎨 Последняя нажатая клавиша
Проверка на тупик во время игры,4,Фичи,"Здесь подразумевается проверка во время игры.\nЛибо автоматическая (каждый раз проверяется и если игрок оказывается в непроходимом тупике, то что-то происходит — либо телепорт, либо плюс одна жизнь на взорваться, либо уничтожение произвольной стены, чтобы избавиться от тупика и т.п.)",,2,4,false,Алгоритм,⚛️ ⭐️ Проверка на тупик во время игры
Мини игра,2,Прочие,"Некоторая дополнительная небольшая “игра” в игре.\nНапример, попадая на определённую клетку её можно или нужно пройти. Или чтобы сразиться с противником. Или для получения дополнительных бонусов и т.п.\nВ зависимости от сложности игры количество баллов может быть увеличено",,0,2,false,Разное,⭕️ ⛓ Мини игра
Аккаунты,,Результаты,Сохранение данных отдельных игроков\ntodo: скорее всего это задание надо раздробить на несколько более мелких...,,0,,false,Интерфейс,✏️ 📊 Аккаунты 🆑
Анимация движения противника,2,Противник,"Здесь имеется в виду, что когда игрок перемещается, то, например, анимируется его движение руками/ногами и т.п.",,3,2,false,Интерфейс,✏️ 🤖 Анимация движения противника
Атака игрока в ближнем бою,1,Игрок,Возможность атаковать находящегося рядом противника,,0,1,false,Свойство,🌀 🏃🏻‍♂️ Атака игрока в ближнем бою
Отображение текущих нажатых клавиш,1,Интерфейс,,,0,1,false,Интерфейс,✏️ 🎨 Отображение текущих нажатых клавиш
Надеваемая броня для игрока,1,Инвентарь,"Элемент можно временно “надеть” и тогда у игрока будет дополнительная броня (например, уменьшает получаемый урон)",,0,1,false,Элемент,🧩 🧳 Надеваемая броня для игрока
Уменьшение урона с помощью брони,1,Инвентарь,↑ свойство брони,,0,1,false,Свойство,🌀 🧳 Уменьшение урона с помощью брони
Меч,1,Инвентарь,Собрав этот элемент игрок может атаковать находящихся рядом противников,,0,1,false,Элемент,🧩 🧳 Меч
Удар мечом,1,"Инвентарь,Игрок",Атака находящихся рядом противников,,0,1,false,Свойство,🌀 🧳 🏃🏻‍♂️ Удар мечом
Конвертер,1,Инвентарь,"Магический элемент, который позволяет превратить окружающие клетки в блоки другого типа",,0,1,false,Элемент,🧩 🧳 Конвертер
Мерцающая стена,1,Препятствие,"Препятствие то появляется, то исчезает с определенным интервалом",,0,1,false,Элемент,🧩 🚧 Мерцающая стена
Мерцание для элемента,1,Препятствие,"То появление, то исчезание на определённом месте (но можно использовать не только для стены) ↑",,0,1,false,Свойство,🌀 🚧 Мерцание для элемента
Цепь,1,Препятствие,Связывает две клетки только в любые 2 из сторон (по горизонтали/вертикали)\nАвтор: Олександр Чучко,,0,1,true,Элемент,🧩 🚧 Цепь
Связываемость,2,Препятствие,Дает возможность связать элементы между собой (новый связанный объект может двигаться только если все связанные объекты могут двигаться),,0,2,true,Свойство,🌀 🚧 Связываемость
Клей,1,Препятствие,Связывает все прилягающие клетки,,0,1,true,Элемент,🧩 🚧 Клей
Цветной клей,1,Препятствие,"Делает то же, что и клей, но не приклеивается к клею другого цвета",,0,1,true,Элемент,🧩 🚧 Цветной клей
Скользкость,1,Препятствие,Элемент с этим свойством не приклеивается к клею,,0,1,true,Свойство,🌀 🚧 Скользкость
Общая кодовая база (3-я лаба),4,Основа,"Общая кодовая база между 2-й и 3-й лабами\nЯвляется обязательным для пятёрки по 3-й лабе\nНо редкой ситуации, когда до пятёрки по 3-й всё равно не дотягивает, может принести 4 балла",,5,4,false,Основа,🔘 ✔️ Общая кодовая база (3-я лаба)
Архитектура приложения,2,Основа,Подразумевает под собой стандартную трехслойную архитектуру приложения с использованием Dependency Injection,,1,2,true,Основа,🔘 ✔️ Архитектура приложения
“Умное” переключение окон,2,Основа,"Когда отрывается новое окно, старое закрывается. Но что, если старое окно будет нужно вскоре? Нет смысла его закрывать и открывать много раз.\nТо есть нужно создать общий алгоритм переключения окон, который не ограничивается простым их открытием/закрытием.",,1,2,true,Основа,🔘 ✔️ “Умное” переключение окон
Масштабирование карты во время игры,1,Интерфейс,"Здесь имеется в виду изменение масштаба отображения прямо во время игры, актуально в основном для 3-й лабы, т.к. для консоли реализовать проблематично",,2,1,false,Интерфейс,✏️ 🎨 Масштабирование карты во время игры
Комбинация нажатых клавиш,2,Фичи,,,1,2,false,, ⭐️ Комбинация нажатых клавиш
Иконка игры,1,Интерфейс,"Иконки форм, например в WinForms (актуально для 3-й лабы)",,15,1,false,Интерфейс,✏️ 🎨 Иконка игры
Красивая загрузка карты,1,Интерфейс,"Карта загружается не где-то в фоне, а постепенно с помощью какого-то алгоритма (например, каждая клетка рандомно, а не по порядку).",,3,1,true,Интерфейс,✏️ 🎨 Красивая загрузка карты
Использование GIF-анимаций,2,Интерфейс,Отображение элементов с помощью GIF’ок,,2,2,true,Интерфейс,✏️ 🎨 Использование GIF-анимаций
Анимация движения игрока,2,Игрок,"Здесь имеется в виду, что когда игрок перемещается, то, например, анимируется его движение руками/ногами и т.п.",Почти во всех играх,5,2,false,Интерфейс,✏️ 🏃🏻‍♂️ Анимация движения игрока
Деактивация действия элемента через N шагов,1,Инвентарь,"В отчёте перечислите, на какие элементы распространяется такая особенность",,0,1,false,Свойство,🌀 🧳 Деактивация действия элемента через N шагов
Деактивация действия элемента через N секунд,1,Инвентарь,"В отчёте перечислите, на какие элементы распространяется такая особенность",,0,1,false,Свойство,🌀 🧳 Деактивация действия элемента через N секунд
Одноразовость использования элементов,1,Инвентарь,"В отчёте перечислите, на какие элементы распространяется такая особенность",,2,1,false,Свойство,🌀 🧳 Одноразовость использования элементов
Многоразовость использования элементов,1,Инвентарь,"Имеется в виду, что элемент можно использовать бесконечное количество раз (неисчерпаемый ресурс)\nВ отчёте перечислите, на какие элементы распространяется такая особенность",,1,1,false,Свойство,🌀 🧳 Многоразовость использования элементов
Ограниченное количество раз использования элементов,1,Инвентарь,"Имеется в виду, что элемент можно использовать лишь определённое количество раз, и затем он “исчезает” из инвентаря (становится бесполезен)\nВ отчёте перечислите, на какие элементы распространяется такая особенность",,1,1,false,Свойство,🌀 🧳 Ограниченное количество раз использования элементов
Ограничение рюкзака по весу,1,Инвентарь,"Если у всех элементов есть разный вес, то игрок может носить только n кг веса. В зависимости от загруженности меняется скорость игрока или игрок перестает двигаться вообще.",,0,1,true,Свойство,🌀 🧳 Ограничение рюкзака по весу
Ограничение инвентаря: типы предметов,1,Инвентарь,"Если у всех предметов есть свой тип (пр. шлем, кольцо, амулет, нагрудник, сапоги, меч, тд) то персонаж может носить ограниченное количество этого элемента (1 шлем, 2 кольца, пр.)",,0,1,true,Свойство,🌀 🧳 Ограничение инвентаря: типы предметов
Редкость,1,Инвентарь,"Присуща элементам, которые можно подобрать. Помогает игроку понять, какой предмет может быть лучше и полезнее (например легендарная броня лучше обычной). Так же от редкости зависит шанс найти предмет.",,0,1,true,Свойство,🌀 🧳 Редкость
Спасательный жилет,,Инвентарь,"Специальный игровой элемент, который помогает преодолевать такое препятствие как вода или какую-то другую жидкость.",,1,,true,Элемент,🧩 🧳 Спасательный жилет 🆑
Конфета,2,Прочие,,,0,2,false,Элемент,🧩 ⛓ Конфета
Рыба,2,Прочие,,,0,2,false,Элемент,🧩 ⛓ Рыба
Анимация игровых элементов,2,Прочие,,,2,2,false,Интерфейс,✏️ ⛓ Анимация игровых элементов
Проводник,1,Прочие,"Элемент, который связывает активатор (примером рычаг или кнопка) и элемент который должен из-за него активироваться (примером дверь или ловушка). Элемент может быть как чисто визуальный так и частью головоломки: поменяв расположение проводников получаем совершенно другую реакцию.",,0,1,true,Элемент,🧩 ⛓ Проводник
git: не архив,1,Репозиторий,"Отдельные файлы, а не просто архив через веб",,11,1,false,Основа,🔘 💾 git: не архив
git: ветки,1,Репозиторий,"Использование веток (по назначению и смыслу)\nОпишите, какие ветки и для чего использовали",,13,1,false,Основа,🔘 💾 git: ветки
git: коммиты,1,Репозиторий,Регулярные коммиты\nДайте ссылку на историю коммитов,,18,1,false,Основа,🔘 💾 git: коммиты
git: описания,1,Репозиторий,"Понятные комментарии к коммитам и содержимое “отделительное”, а не всё скопом\nДайте здесь примеры нескольких таких коммитов\nА также дайте ссылку на историю изменений в git",,8,1,false,Основа,🔘 💾 git: описания
git: pull-requests,1,Репозиторий,Дайте ссылку на ваше pull request’ы,,6,1,false,Основа,🔘 💾 git: pull-requests
git: .gitignore,½,Репозиторий,Добавление файла .gitignore,,16,0.5,true,Основа,🔘 💾 git: .gitignore
Толкатель,1,Движение,"Заставляется игрока двигаться в указанном направлении без возможности сменить направление, до тех пор пока не выполнится один из критериев (смотря что именно реализуете) ↓",,0,1,false,Элемент,🧩 ➡️ Толкатель
Универсальный движок,8,Фичи,"Здесь подразумевается реализация классов игры в таком виде, что их можно удобно переиспользовать даже для построения другого варианта игры.\nТо есть логика конкретных игровых процессов получается не жёстко зафиксированной, а зависит от тех или иных конфигурационных параметров.\nВ идеале получается, что при определённых конфигурациях можно получить даже совершенно другую игру на том же исходном коде.",,2,8,false,Основа,🔘 ⭐️ Универсальный движок
Магазин,,Фичи,"Магазин, в котором можно покупать различные дополнительные возможности или ресурсы и т.п.\nСкорее всего надо разбить на несколько более мелких заданий",,0,,false,Разное,⭕️ ⭐️ Магазин 🆑
Уровень-туториал,1,Фичи,Отдельный уровень с интсрукциями и минимальной сложностью,,1,1,true,Разное,⭕️ ⭐️ Уровень-туториал
"Создание папок для классов, файлов и т.д.",½,Фичи,,,6,0.5,true,Разное,"⭕️ ⭐️ Создание папок для классов, файлов и т.д."
Кастомизация,2,Фичи,"Возможность для игрока выбирать внешний вид элементов (в том числе противников, самого себя, пр) путем разблокирования или покупки этой самой кастомизации.",Почти во всех играх,1,2,true,Разное,⭕️ ⭐️ Кастомизация
Спящий режим,2,Фичи,"Если игрок отсутствует по прошествию энного времени, то игра приостанавливается (противники перестают двигаться, все элементы которые зависят от времени “замораживают” свой таймер) и ее можно включить обратно при нажатии любой клавиши. У этого режима желательно должна быть какая-то визуальная индикация, например облако с сообщением “Вы еще здесь?”",,0,2,true,Разное,⭕️ ⭐️ Спящий режим
Плавное перемещение игрока по клетке,2,Игрок,"Здесь имеется в виду, что игрок не обязательно занимается строго определённую клетку (перемещаясь скачкообразно), а перемещается плавно между клетками часто находясь одновременно на двух (частично на одной, частично на второй)",,2,2,false,Интерфейс,✏️ 🏃🏻‍♂️ Плавное перемещение игрока по клетке
Достижения (ачивки) игрока,,Игрок,"Это задание ещё не очень классифицировано. Если вы его выберите, то опишите в отчёте, что именно сделали и возможно оно разобьётся на несколько заданий поменьше с соответствующими баллами",,0,,false,Свойство,🌀 🏃🏻‍♂️ Достижения (ачивки) игрока 🆑
Классы игрока,2,Игрок,"Игрок может быть разных классов и в зависимоти от этого иметь разные способности, стартовые предметы в инвентаре, оружие и т.д. Пример: воин, лучник, маг.",,0,2,true,Свойство,🌀 🏃🏻‍♂️ Классы игрока
Характеристики игрока,1,Игрок,"Обобщенное поле которое содержит в себе все характеристики (скорость, здоровье, урон, удача, дальность огня, скорость полета пули, пр), которые можно легко увеличивать или уменьшать, натыкаясь на бонусы и антибонусы соответственно или покуда в инвентаре есть определенные предметы",,0,1,true,Свойство,🌀 🏃🏻‍♂️ Характеристики игрока
Самоубийство,1,Игрок,"Если игрок попадает в ловушку, из которой нельзя выбраться, но при этом не умирает, он может совершить самоубийство",,1,1,true,Свойство,🌀 🏃🏻‍♂️ Самоубийство
Клаустрофобия,1,Игрок,"Игрок погибает от клаустрофобии - тесного пространства, которое его окружает (например это может быть глубокая лестница в никуда)",,1,1,true,Свойство,🌀 🏃🏻‍♂️ Клаустрофобия
Временное отключение телепортации после использования (на N шагов),1,Телепорт,,,2,1,false,Свойство,🌀 📡 Временное отключение телепортации после использования (на N шагов)
Временное отключение телепортации после использования (на N секунд),1,Телепорт,,,1,1,false,Свойство,🌀 📡 Временное отключение телепортации после использования (на N секунд)
“Толкание” игрока до преграды,1,Движение,"Игрок начинает двигаться в определённом направлении до тех пор пока не встретит преграду (любой соответствующий элемент), после этого он может двигаться как обычно\nЭто задание имеет смысл для игровых вариантов с “неинерционным” игроком",,0,1,false,Свойство,🌀 ➡️ “Толкание” игрока до преграды
“Толкание” игрока на N клеток,1,Движение,↑,,0,1,false,Свойство,🌀 ➡️ “Толкание” игрока на N клеток
“Толкание” игрока в течение N секунд,1,Движение,↑,,0,1,false,Свойство,🌀 ➡️ “Толкание” игрока в течение N секунд
Пружина,1,Движение,"Элемент, который подбрасывает игрока в игре с гравитацией",,0,1,true,Элемент,🧩 ➡️ Пружина
Переключатель гравитации,1,Движение,Инверсирует текущую гравитацию (было сверху вниз - стало снизу вверх и наоборот),,3,1,true,Элемент,🧩 ➡️ Переключатель гравитации
Плавное перемещение противника по клетке,2,Противник,"Здесь имеется в виду, что игрок не обязательно занимается строго определённую клетку (перемещаясь скачкообразно), а перемещается плавно между клетками часто находясь одновременно на двух (частично на одной, частично на второй)",,2,2,false,Интерфейс,✏️ 🤖 Плавное перемещение противника по клетке
Враги появляются только после 1-го шага игрока,1,Противник,"После старта игры, пока игрок стоит, противников нет, как только произойдет движение, враги появятся.",,1,1,true,Свойство,🌀 🤖 Враги появляются только после 1-го шага игрока
Противник может использовать бонусы игрока,1,Противник,"Имеется в виду, что при взаимодействии врага с бонусом на него будет применено его свойство",,1,1,true,Свойство,🌀 🤖 Противник может использовать бонусы игрока
Поле зрения противника,1,Противник,"Противник замечает игрока только в определенном поле (например,  5 клеток вокруг себя или только сектор этого круга)",,2,1,true,Свойство,🌀 🤖 Поле зрения противника
Противник умирает при попадании в яму,1,Противник,"Противник умирает, при попадании в яму.",💰 4: Lode Runner,1,1,true,Свойство,🌀 🤖 Противник умирает при попадании в яму
Противник не успевает вылезти из ямы,1,Противник,"↑ быть убитым не просто при попадании в яму, а при дополнительных условиях.\nНапример, есть открытая яма, которая затягивается через несколько секунд, и в нее провалился противник, которому  нужно некоторое количество секунд, чтобы выбраться. Если яма успела затянутся до того, как противник вылез, то противник умирает.",,1,1,true,Свойство,🌀 🤖 Противник не успевает вылезти из ямы
